match,match_weight,repo_full_name,repo_html_url,repo_id
MS16-098,4.694835680751174e-05,offensive-security/exploitdb,https://github.com/offensive-security/exploitdb,14902556
MS16-098,0.00026490066225165563,hahwul/mad-metasploit,https://github.com/hahwul/mad-metasploit,102696209
MS16-098,0.0034602076124567475,asr511/windows-kernel-exploits,https://github.com/asr511/windows-kernel-exploits,400130573
MS16-098,0.00411522633744856,offensive-security/exploitdb-papers,https://github.com/offensive-security/exploitdb-papers,111840859
MS16-098,0.005847953216374269,AonCyberLabs/Windows-Exploit-Suggester,https://github.com/AonCyberLabs/Windows-Exploit-Suggester,21613236
MS16-098,0.0147058823529411,offensive-security/exploitdb-bin-sploits,https://github.com/offensive-security/exploitdb-bin-sploits,31674382
MS16-098,0.014705882352941176,asr511/exploitdb-bin-sploits-offsec,https://github.com/asr511/exploitdb-bin-sploits-offsec,399769897
MS16-098,0.02,yzddmr6/As-Exploits,https://github.com/yzddmr6/As-Exploits,312134883
MS16-098,0.03333333333333333,ExpLife0011/awesome-windows-kernel-security-development,https://github.com/ExpLife0011/awesome-windows-kernel-security-development,125789528
MS16-098,0.16666666666666666,nullarmor/hackthebox-exploits,https://github.com/nullarmor/hackthebox-exploits,243875577
